Cores,Frequency,L2cache,FSB,Mult.,Voltage,TDP,Socket,Partnumber(s),GPUfrequency,I/O bus,Memory,Burst,GPUmodel,Connectivity,SDP,Model Number,Front Side Bus,Multiplier,Mult,L2 Cache,Turbo,L3cache,Turbo Boostall-core/2.0(/max. 3.0),Atom (ULV),Atom (ULV).1,Unnamed: 2,Feature size,Unnamed: 4,x86,x86.1,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Base / Boost / TVB Clocks (GHz),GPU EU,GPU Max freq,Price,Model number,Clock speed,Cache,Cache.1,FSB speed,Threadsper core,TDP (W),Cache.2,Price (USD),Clock speed.1,QuickPath,Freq. (GHz),FSB (MHz),Voltage (V),Freq.,Power,Power.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Freq. (MHz),L1cache,Model numberClock speed,sSpec number,Front-side bus,Clock multiplier,Voltage range,Part number(s),Core stepping,64-bit,FrqGHz,FSBMT/s,VT-x,P-core (performance),P-core (performance).1,P-core (performance).2,P-core (performance).3,E-core (efficiency),E-core (efficiency).1,E-core (efficiency).2,E-core (efficiency).3
6.0,2.13,1.536,,16×,0.75–1.35 V,60.0,74.0,AT80614005076AB,,9.0,3 × DDR3-1333,,32.0,,,,,,,,2/2/3/3/4/4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.27,1.536,,17×,0.75–1.35 V,60.0,74.0,AT80614005133AB BX80614L5640,,9.0,3 × DDR3-1333,,32.0,,,,,,,,2/2/3/3/4/4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.4,1.536,,18×,0.75–1.35 V,60.0,74.0,AT80614005136AB,,9.0,3 × DDR3-1333,,32.0,,,,,,,,2/2/3/3/4/4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.73,1.024,,13×,0.675–1.35 V,105.0,75.0,AT80604004896AA,,26.0,4 × DDR3-1333,,32.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.87,1.024,,14×,0.675–1.35 V,105.0,75.0,AT80604004887AA,,26.0,4 × DDR3-1333,,32.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.87,1.536,,14×,0.675–1.35 V,105.0,75.0,AT80604004884AA,,27.0,4 × DDR3-1333,,32.0,,,,,,,,2133 MHz,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2608191223688907,1.536,,15×,0.675–1.35 V,105.0,75.0,AT80604001800AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,2266 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2608191223688907,1.536,,15×,0.675–1.35 V,105.0,75.0,AT80604004878AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,2266 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.67,1.536,,20×,0.675–1.35 V,130.0,75.0,AT80604005280AA,,27.0,4 × DDR3-1333,,32.0,,,,,,,,2800 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.87,1.536,,14×,0.675–1.35 V,95.0,75.0,AT80604004881AA,,27.0,4 × DDR3-1333,,32.0,,,,,,,,2533 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,Eight Core,Eight Core,66.03544956493715,35.0,Eight Core,,49.0,Eight Core,,32.0,,,,,,,,Eight Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2608191223688907,2.048,,15×,0.675–1.35 V,130.0,75.0,AT80604001797AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,2400 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2608191223688907,2.048,,15×,0.675–1.35 V,130.0,75.0,AT80604004872AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,2400 MHz,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.27,2.048,,17×,0.675–1.35 V,130.0,75.0,AT80604004869AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,2666 MHz,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,"Eight Core, low power","Eight Core, low power",66.03544956493715,36.0,"Eight Core, low power",,50.0,"Eight Core, low power",,32.0,,,,,,,,"Eight Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.87,2.048,,14×,0.675–1.35 V,95.0,75.0,AT80604004875AA,,27.0,4 × DDR3-1333,,32.0,,,,,,,,2533 MHz,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.73,1.536,,13×,0.6–1.35 V,105.0,75.0,AT80615006438AB,,26.0,4 × DDR3-1333,,32.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.87,1.536,,14×,0.6–1.35 V,95.0,75.0,AT80615006432AB,,26.0,4 × DDR3-1333,,32.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2608191223688907,2.048,,15×,0.6–1.35 V,105.0,75.0,AT80615007245AA,,27.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/2,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.13,2.048,,16×,0.6–1.35 V,105.0,75.0,AT80615005787AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2608191223688907,2.048,,15×,0.6–1.35 V,105.0,75.0,AT80615005772AC,,27.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/2,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.13,2.048,,16×,0.6–1.35 V,105.0,75.0,AT80615007089AA BX80615E74830,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.13,2.048,,16×,0.6–1.35 V,105.0,75.0,AT80615005826AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.67,2.048,,20×,0.6–1.35 V,130.0,75.0,AT80615006750AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/1/1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,Ten Core,Ten Core,66.03544956493715,178.0,Ten Core,,83.0,Ten Core,,32.0,,,,,,,,Ten Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.2608191223688907,9.609493111182314,,15×,0.6–1.35 V,130.0,75.0,AT80615007452AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.27,9.609493111182314,,17×,0.6–1.35 V,130.0,75.0,AT80615005781AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.4,9.609493111182314,,18×,0.6–1.35 V,130.0,75.0,AT80615007266AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.2608191223688907,9.609493111182314,,15×,0.6–1.35 V,130.0,75.0,AT80615007449AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.27,9.609493111182314,,17×,0.6–1.35 V,130.0,75.0,AT80615007254AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.4,9.609493111182314,,18×,0.6–1.35 V,130.0,75.0,AT80615007263AA BX80615E74870,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.2608191223688907,9.609493111182314,,15×,0.6–1.35 V,130.0,75.0,AT80615007446AA,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.27,9.609493111182314,,17×,0.6–1.35 V,130.0,75.0,AT80615005760AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.4,9.609493111182314,,18×,0.6–1.35 V,130.0,75.0,AT80615005757AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,"Ten Core, low power","Ten Core, low power",66.03544956493715,179.0,"Ten Core, low power",,84.0,"Ten Core, low power",,32.0,,,,,,,,"Ten Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2.13,9.609493111182314,,16×,0.6–1.35 V,105.0,75.0,AT80615007002AB,,28.0,4 × DDR3-1333,,32.0,,,,,,,,1/1/2/3/3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,25.0,1.0,AV8062701048800,,40.0,2× DDR3-1600,,32.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,40.0,1.0,AV8062701146600,,40.0,2× DDR3-1600,,32.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,28.0,"Dual Core, low power","Dual Core, low power",45.0,,,0.0,,,,,,,,"Dual Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2,0.512,,,,20.0,69.0,CM8062307262834 CM8062307262828,,40.0,,,32.0,,,,,,,,10/12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,100.0,Quad Core,Quad Core,67.0,,,74.0,,,,,,,,Quad Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,80.0,69.0,CM8062300921702 BX80623E31220,,40.0,,,32.0,,,,,,,,1/2/2/3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,95.0,69.0,CM8062307262304 BX80623E31225,850–1350 MHz,40.0,,,35.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,80.0,69.0,CM8062307262610 BX80623E31230,,40.0,,,32.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,95.0,69.0,CM8062307262206 BX80623E31235,850–1350 MHz,40.0,,,35.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,80.0,69.0,CM8062307262503 BX80623E31240,,40.0,,,32.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,95.0,69.0,CM8062307262103 BX80623E31245,850–1350 MHz,40.0,,,35.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,80.0,69.0,CM8062307262403 BX80623E31270,,40.0,,,32.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,95.0,69.0,CM8062307262003 BX80623E31275,850–1350 MHz,40.0,,,35.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.5,1.024,,,,95.0,69.0,CM8062307261903 BX80623E31280,,40.0,,,32.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.6,1.024,,,,95.0,69.0,CM8062307261903,,40.0,,,32.0,,,,,,,,1/2/3/4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,102.0,"Quad Core, low power","Quad Core, low power",69.0,,,76.0,,,,,,,,"Quad Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,1.024,,,,45.0,69.0,CM8062301061800,650–1250 MHz,40.0,,,9.0,,,,,,,,1/4/8/9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,1.024,,,,45.0,69.0,CM8062301149700,650–1250 MHz,40.0,,,35.0,,,,,,,,1/4/8/9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,100.0,Quad Core,,67.0,Quad Core,,32.0,,,,,,,,Quad Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,80.0,72.0,CM8062001257301,,40.0,3× DDR3-1333,,32.0,,,,,,,,3/4/4/4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,111.0,Six Core,,75.0,Six Core,,32.0,,,,,,,,Six Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.8,1.536,,,,60.0,72.0,CM8062001144000,,40.0,3× DDR3-1333,,32.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,1.024,,,,80.0,72.0,CM8062001048300 BX80621E52403,,33.0,3× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2,1.024,,,,80.0,72.0,CM8062001048200 BX80621E52407,,33.0,3× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,102.0,"Quad Core, low power",,69.0,"Quad Core, low power",,32.0,,,,,,,,"Quad Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,50.0,72.0,CM8062000911406,,33.0,3× DDR3-1333,,32.0,,,,,,,,0/0/1/1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.9,1.536,,,,95.0,72.0,CM8062001183000 BX80621E52420,,35.0,3× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2,1.536,,,,95.0,72.0,CM8062001122601 BX80621E52430,,35.0,3× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.4,1.536,,,,95.0,72.0,CM8062000862604 BX80621E52440,,35.0,3× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,112.0,"Six Core, low power",,76.0,"Six Core, low power",,32.0,,,,,,,,"Six Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.8,1.536,,,,60.0,72.0,CM8062007187509,,35.0,3× DDR3-1333,,32.0,,,,,,,,0/0/1/1/2/2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2608191223688907,1.536,,,,60.0,72.0,CM8062000862912,,35.0,3× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,35.0,Eight Core,,49.0,Eight Core,,32.0,,,,,,,,Eight Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.1,2.048,,,,95.0,72.0,CM8062000862501 BX80621E52450,,38.0,3× DDR3-1600,,32.0,,,,,,,,5/5/6/6/7/7/8/8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.3,2.048,,,,95.0,72.0,CM8062007187242 BX80621E52470,,38.0,3× DDR3-1600,,32.0,,,,,,,,5/5/6/6/7/7/8/8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,36.0,"Eight Core, low power",,50.0,"Eight Core, low power",,32.0,,,,,,,,"Eight Core, low power",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.8,2.048,,,,70.0,72.0,CM8062007187409,,38.0,3× DDR3-1600,,32.0,,,,,,,,0/0/1/1/2/2/3/3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.4,2.048,,,,50.0,72.0,CM8062001239600,,38.0,3× DDR3-1600,,32.0,,,,,,,,1.8 GHz,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.8,2.048,,,,70.0,72.0,CM8062007283711,,38.0,3× DDR3-1600,,32.0,,,,,,,,2/2/3/3/4/4/5/5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,193.0,standard power,,95.0,standard power,,32.0,,,,,,,,standard power,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,130.0,77.0,CM8062107186502,,40.0,4× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,130.0,77.0,CM8062107186102,,40.0,4× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.6,1.024,,,,130.0,77.0,CM8062101038606,,40.0,4× DDR3-1600,,32.0,,,,,,,,1/1/2/2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,3.2,1.536,,,,130.0,77.0,CM8062101102002,,40.0,4× DDR3-1600,,32.0,,,,,,,,3/3/4/5/6/6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,3.3,1.536,,,,130.0,77.0,CM8062107284111 BX80621E51660,,40.0,4× DDR3-1600,,32.0,,,,,,,,3/3/4/4/6/6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,27.0,Dual Core,,44.0,Dual Core,,32.0,,,,,,,,Dual Core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.2608191223688907,0.512,,,,80.0,77.0,CM8062101143202,,15.0,4× DDR3-1600,,32.0,,,,,,,,5/5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,1.024,,,,80.0,77.0,CM8062100856501 BX80621E52603,,13.0,4× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,1.024,,,,80.0,77.0,CM8062107186604 BX80621E52609,,13.0,4× DDR3-1066,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,130.0,77.0,CM8062107185605,,15.0,4× DDR3-1600,,32.0,,,,,,,,1/1/2/2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,1.024,,,,40.0,77.0,CM8062101187102,,13.0,4× DDR3-1333,,32.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,113.0,Six core,,77.0,Six core,,32.0,,,,,,,,Six core,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2608191223688907,1.536,,,,95.0,77.0,CM8062101048401 BX80621E52620,,14.0,4× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.3,1.536,,,,95.0,77.0,CM8062101038801 BX80621E52630,,14.0,4× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.5,1.536,,,,95.0,77.0,CM8062100856401 BX80621E52640,,14.0,4× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.9,1.536,,,,130.0,77.0,CM8062100854802,,15.0,4× DDR3-1600,,32.0,,,,,,,,3/3/3/4/5/6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.8,1.536,,,,60.0,77.0,CM8062100911304,,14.0,4× DDR3-1333,,32.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2.2608191223688907,1.536,,,,60.0,77.0,CM8062107185405,,14.0,4× DDR3-1333,,32.0,,,,,,,,3/3/4/4/5/5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2608191223688907,2.048,,,,95.0,77.0,CM8062100856218 BX80621E52650,,15.0,4× DDR3-1600,,32.0,,,,,,,,4/4/5/5/5/7/8/8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.1,2.048,,,,95.0,77.0,CM8062101042805,,15.0,4× DDR3-1600,,32.0,,,,,,,,0/0/1/1/2/2/3/3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2,2.048,,,,95.0,77.0,CM8062107184801 BX80621E52660,,15.0,4× DDR3-1600,,32.0,,,,,,,,5/5/6/6/7/7/8/8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
